sentences ,level

وعندما يتم تنشيط خاصية ""سيفتي تشيك"" في حالة وقوع أزمة أو كارثة، فإنه يمكن للمستخدمين الوصول إليها.

وكان موقع فيسبوك قد أطلق أداة ""سيفتي تشيك"" عام 2011، التي تتيح للمستخدمين طمأنة أقاربهم بأنهم في أمان أثناء وجودهم في منطقة كوارث أو حادثة خطيرة.

وعندما يقع حريق كبير أو كارثة مناخية في أي مدينة، يتيح ""مركز الأزمات"" للمستخدم إرسال رسالة تقول ""أنا في أمان"".

كما يمكن استخدام المركز في الحصول على مساعدة أو تقديمها للمجتمع وقت الأزمة.

وسيكون في مقدور المستخدمين الوصول إلى ""مركز الأزمات"" على فيسبوك خلال الأسابيع المقبلة من خلال الصفحة الرئيسية للموقع على الكمبيوتر المكتبي.",A+
"تساعد قصص ما قبل النوم الأطفال على تنمية قدراتهم الذهنية وتطوير مهارات القراءة، واكتساب حصيلة لغوية أكبر، كما أنها تساعد في توطيد العلاقة بين الوالدين والأبناء وخلق جو من المتعة والتسلية.
ويستمتع الآباء والأبناء بقصص ما قبل النوم في آن واحد، فهي غالبا ما يطغى عليها أسلوب المغامرة والتشويق.
 
ويحرص كثير من الآباء على اختيار القصص لأطفالهم بعناية كبيرة، وهي غالبا ما تشد اهتمام الأطفال خاصة عند ثراء محتواها البصري.
 
وهذه القصص تساعد أيضا في تنمية المهارات الذهنية للطفل وتنشيط الخيال خاصة عند استخدام الراوي مؤثرات صوتية كتغيير نبرة الصوت بما يناسب الحدث.",A+
"أقر مجلس الوزراء القطري يوم الخميس الماضي مشروع قانون قدمته وزارة الاقتصاد والتجارة يتيح للمستثمرين الأجانب التملك بنسبة 100% في معظم القطاعات الاقتصادية.

وأوضحت وزارة الاقتصاد والتجارة القطرية أن مشروع القانون يتضمن سلسلة من حوافز الاستثمار تشمل تخصيص أراض للمستثمر، والسماح باستيراد الآلات والمعدات، والإعفاء من ضريبة الدخل.

وبموجب تلك الحوافز فإن الاستثمارات الأجنبية لا تخضع لنزع الملكية إلا بمقتضى المنفعة العامة، وبطريقة عادلة.
 
يذكر أن قطر كانت لا تسمح للأجانب بتملك أكثر من 49% من المشاريع الاستثمارية.",A+
"صدر مؤخرا في فرنسا كتاب من توقيع  أحد كبار علماء اللسانيات والمعاجم، عن مدى تأثر لغة موليير بلغة الضاد، ويتناول الكتاب بالتحليل مئات الكلمات الفرنسية ذات الأصل العربي، من قبيل قطن وكيمياء وسروال وكباب وسبانخ.
وفي هذا الكتاب -الذي يحمل عنوان ""أجدادنا العرب.. ما تدين به لغتنا لهم""- يفكك الأكاديمي الفرنسي جون بريفو نحو أربعمئة كلمة متداولة على نطاق واسع في مختلف مجالات الحياة العامة (فنون، طبخ، موسيقى، زراعة..) ويثبت أصلها العربي.
ولاحظ بريفو أن اللغة العربية تأتي في المرتبة الثالثة بعد الإنجليزية والإيطالية  من حيث حضور كلماتها في المعجم الفرنسي، وأن عدد الكلمات الفرنسية ذات الأصول العربية يزيد بضعفين على عدد الكلمات الفرنسية المنبثقة من لغة الغاليين، وهم أجداد الفرنسيين.",A+
"ذَكَرَتْ وَسَائِلُ إِعْلَامٍ أَمِيرِكِيَّةٌ أَنَّ كِتَابَ ""نَار وَغَضَب دَاخِلَ بَيْتِ ترمب الْأَبْيَض"" سَيَتَحَوَّلُ إِلَى مُسَلْسَلٍ تِلِفِزْيُونِيٍّ.
وَقَالَتْ صَحِيفَةُ بُوسْطُن غلوب الْأَمِيرِكِيَّةُ إِنَّ شَرِكَةَ إنديفر كونتنت اشْتَرَتْ حُقُوقَ الْكِتَابِ وَتَعْتَزِمُ تَحْوِيلَهُ إِلَى مُسَلْسَلٍ تِلِفِزْيُونِيٍّ.

وَأَضَافَتْ الصَّحِيفَةُ أَنَّ مُؤَلِّفَ الْكِتَابِ مَايْكِل وُولْف سَيَكُونُ الْمُنْتِجَ التَّنْفِيذِيَّ لِلْمُسَلْسَلِ، لَكِنَّهَا لَمْ تَذْكُرْ مَوْعِدَ بَثِّهِ وَلَا الْمَحَطَّةَ التِّلِفِزْيُونِيَّةَ الَّتِي سَتُذِيعُهُ.

وَيَصِفُ الْكِتَابُ الرَّئِيسَ ترمب بِأَنَّهُ أَحْمَقُ وَغَيْرُ مُؤَهَّلٍ لِتَوَلِّي الرِّئَاسَةِ.

وَفِي الْمُقَابِلِ انْتَقَدَ ترمب فِي تَغْرِيدَةٍ لَهُ عَلَى حِسَابِهِ بِمَوْقِعِ تويتر مُؤَلِّفَ الْكِتَابِ، وَقَالَ إِنَّهُ ""فَاشِلٌ وَيَخْتَلِقُ الْقِصَصَ مِنْ أَجْلِ بَيْعِ الْكِتَابِ الْمُمِلِّ الْبَعِيدِ عَنِ الْحَقَائِقِ"".

وَقَدْ حَقَّقَ الْكِتَابُ أَعْلَى مَبِيعَاتِ حَسَبِ مَجَلَّةِ هُولْيُوودَ ريبورتر الْأَمِيرِكِيَّةِ.",A+
"تابع مواطنو عدد من دول القارة الأفريقية كسوفا للشمس يوم الخميس، حيث اختفى أكثر من 97% من قرص الشمس.
وهو من النوع الحلقي الذي يحدث عندما يمر القمر أمام الشمس دون أن يغطيها بالكامل، ليظهر القمر وكأن حوله حلقة من النار.
وكان الكسوف واضحا من الغابون غرب القارة وحتى الكونغو وشمال موزمبيق.
كما شهدت العديد من الدول العربية كسوفا جزئيا للشمس، إذ شوهد في اليمن والأجزاء الجنوبية الغربية من السعودية، فضلا عن جميع الدول العربية الواقعة بقارة أفريقيا.",A+
"تمكن الباحثون أخيرا من العثور على تفسير فلكي لسر كويكب صغير رصده العلماء قبل سنتين وأوقعهم في حيرة كبيرة لأنه يسير منذ مليون سنة عكس اتجاه آلاف الكويكبات الأخرى دون أن يصطدم بها.

وقال باحثون من كندا إن الكويكب الصغير الذي لا تزيد مساحته على ثلاثة كيلومترات مربعة يهيم منذ مليون سنة على الأقل في مسار مخالف في مدار كوكب المشتري، وقد قطع بالفعل نحو ألف دورة في نظامنا الشمسي ضد الاتجاه المعتاد للدوران دون أن يصطدم بشيء",A+
"تطالعنا الصحف والمحطات الفضائية والمواقع الإلكترونية كل يوم بمئات الأخبار الطبية والعلمية، التي يتنوع محتواها بين دراسة عن مرض واكتشاف علاجات خارقة حتى الكشف عن كائنات فضائية! فكيف يمكنك تمييز الأخبار الصحيحة من المزيفة؟

وللتدقيق في الأخبار الطبية والعلمية ينبغي أولا التأكد من مصداقية الجهة التي نشرتها، هل هي مؤسسة صحية عالمية أم مجرد مدونة مجهولة؟

كما ينبغي الحذر من الأخبار التي تتضمن عبارات مثل: ""أخيرا.. العلاج السحري لمرض كذا""، أو ""اعرف السر الذي لن يخبرك به طبيبك"".",A+
"يمكن للمستخدم إعداد ""ميقاتي"" في نظام مايكروسوفت ويندوز لإغلاق نظام التشغيل بعد فترة محددة من الوقت، وإيقاف الحاسوب.
 
ويفيد ذلك في الحالات التي يكون فيها المستخدم يجري عمليات معينة على حاسوبه يعرف متى ستنتهي (مثل تحميل الملفات الكبيرة من الإنترنت، أو ترميز ملفات الفيديو...) لكنه لن يكون موجودا لإغلاق الحاسوب عند انتهائها، أو يكون مستغرقا في النوم على فراشه.
 
ولإنشاء مثل هذا ""الميقاتي"" يجب اختيار منطقة خالية على سطح المكتب والنقر عليها بالزر الأيمن للفأرة، ومن القائمة التي ستظهر، يتم اختيار إنشاء اختصار جديد.
 
وفي الخانة الوحيدة الظاهرة في الشاشة التالية، يتم إدخال الأمر shutdown.exe -t 1800 -f -s ثم النقر على ""التالي"" ثم ""انتهاء"".
 
ويشير الرقم 1800 إلى عدد الثواني التي سيغلق بعدها النظام وتعادل نصف ساعة، ولكن يمكن إدخال أي مدة جديدة بالثواني.
ولتفعيل الميقاتي، فإنه يكفي النقر مرتين على الاختصار.",A+
"توصلت دراسة حديثة أجراها باحثون من جامعة ريدينغ ببريطانيا إلى أن تركيز المواد المقاومة للسرطان في الجرجير يبلغ ذروته بعد خمسة أو سبعة أيام من تخزينه بالثلاجة.

واهتم الباحثون بدراسة تركيز السلفوناميد (Sulfonamides)  وهو مركب موجود في الجرجير والقرنبيط، ولديه خصائص تحمي من بعض أنواع السرطان مثل سرطان البروستات وسرطان الجهاز الهضمي.

ووجد هؤلاء الباحثون أن حفظ الجرجير في أربع درجات مئوية في الثلاجة لمدة أسبوع رفع تركيز هذه المادة ثلاثة أضعاف.

وهذا يعني أن الجرجير الطازج يحتوي على كمية من السلفوناميد المقاوم للسرطان أقل بكثير من المحفوظ في الثلاجة أسبوعا كاملا.",A+
"كشفت دراسة حديثة أعدها باحثون من معهد ""ماكس بلانك"" الألماني أن الغالبية العظمى من البشر لا يرغبون في معرفة ما يخبئه لهم المستقبل من أحداث.
وقالت الدراسة إنه لو أتيحت الفرصة للناس لمعرفة ما ينتظرهم من أحداث مستقبلية لرفض جلهم الاطلاع على تلك الأحداث، حتى التي تحمل لهم السعادة والبهجة.

كما وجد الباحثون أن الأشخاص المسنين أقل رغبة من غيرهم في معرفة موعد وفاتهم أو موعد وفاة رفاقهم، وسبب الوفاة.

ولم يبد سوى 1% فقط من المشاركين رغبتهم الدائمة في معرفة ما يحمل لهم المستقبل من أحداث إيجابية أو سلبية.",A+
"قال استشاري الطب النفسي الدكتور مأمون مبيض إن هناك فرقا بين الخوف والرهاب المرضي ""فوبيا""، فالخوف شعور مثل الغضب أو الفرح، وهو تنبيه من الجسم بوجود خطر حقيقي، أما الرهاب فهو خوف شديد وغير منطقي ويمنع الإنسان من ممارسة حياته الطبيعية.
وأضاف إن الرهاب قد يكون بسيطا، أي من شيء محدد مثل المرتفعات أو الحقنة، كما قد يكون الرهاب مركبا مثل الرهاب الاجتماعي.
وأوضح أن مشكلة الرهاب تتمثل في أن الشخص المصاب يحاول أن يتعامل مع الخوف عبر التجنب، أي الابتعاد عن المؤثر، ولكن هذا قد يدفعه في بعض الأحيان إلى أن يصبح حبيس منزله، مشيرا إلى أن الرهاب الاجتماعي من أكثر أنواع الرهاب انتشارا بين الشباب.",A+
"أسفرت نتائج الدور الأول من بطولة كأس العالم الجارية في روسيا عن مواجهات في القمة خلال مرحلتها الثانية، لكن أنظار عشاق الساحرة المستديرة (كرة القدم) تتطلع إلى مواجهة محتملة في دور الربع النهائي.

ومن المتوقع أن يتضمن برنامج دور الثمن النهائي مباريات الأورغواي مع البرتغال، وروسيا مع إسبانيا، والأرجنتين مع فرنسا، وكرواتيا مع الدانمارك.

ووفقا للبرنامج الذي وضعه الاتحاد الدولي لكرة القدم (الفيفا) للمنافسة، فإن دور الربع النهائي قد يشهد مواجهة بين منتخبي البرتغال والأرجنتين إذا نجح المنتخبان في تجاوز الأورغواي وفرنسا.

وحذر متابعون للبطولة من أن مواقع التواصل الاجتماعي قد تتعطل إذا وصلت الأرجنتين والبرتغال إلى دور الربع النهائي، بسبب الشعبية الواسعة لنجمي المنتخبين ليونيل ميسي وكريستيانو رونالدو.",A+
"قال الطبيب الألماني ""ينس فاغينكنيشت"" إن الدوار الذي يصيب بعض الأشخاص بعد النهوض من الفراش لا يمثل خطورة في معظم الحالات.

وأوضح أن هذا الدوار يمكن أن ينشأ بسبب سريان الدم في الجزء السفلي من الجسم بفعل النهوض بشكل مفاجئ بعد الجلوس أو الاستلقاء لفترة طويلة.

وأردف أن هذه الحالة تُعرف طبيا باسم ""انخفاض ضغط الدم القيامي""، موضحا أن القلب يتوفر له في هذه الحالة القليل من الدم، مما يجعله يضخ القليل من الأكسجين في  اتجاه العين والدماغ.

 

وأشار الطبيب الألماني إلى أن الأشخاص الأكثر تعرضا لهذا المرض هم الشباب من ذوي الأجسام النحيفة، وكذلك المسنون المرضى تحت تأثير الأدوية.",A+
"تريد أن تغير بلدك والعالم؟ لست بحاجة إلى أن تكون عسكريا أو سياسيا، يكفي أن تدير شركة متعددة الجنسيات أو أن تعمل في منصب قيادي فيها.
أنا مثلا أدير وآخرين شركة يعمل فيها عشرات آلاف الموظفين من مختلف الجنسيات.

معظم مقرات الشركات المتعدة الجنسيات تكون في الولايات المتحدة وأوروبا، ولدينا فروع في العديد من بلدان العالم، ونعمل في جميع أسواقها، لا حدود تقف أمامنا لكننا نخطط للشركة من مقرها الرئيسي.

شركتي لا تملكها أي دولة بل يملكها العاملون والمستثمرون فيها، ولكي نتوسع ونتوسع قد نتهرب من الضرائب.

بعض الشركات تستغل قوانين بعض الدول الفقيرة وتبني فيها مصانعها.

شركة أبل تجمع هواتفها في الصين، في أحد المصانع يعمل أكثر من 50 ألف موظف ولمدة قد تصل إلى 16 ساعة يوميا أحيانا وليس دائما، ونستفيد من النظام الاقتصادي لدول أخرى فنقيم فيها مقراتنا الاقتصادية.

نغير العالم ونزاحم الدول في السيطرة على موارده وأسواقه.

نتربع على عروش قطاعات أساسية في حياتكم مثل النفط والغاز والتكنلوجيا والأغذية والمشروبات والتواصل الاجتماعي.

أرباحنا السنوية تقدر بمليارات الدولارات، نضغط من أجل تغيير قوانين الدول حتى تفتح الأسواق لمنتجاتنا ونخلق الكثير من الوظائف لكننا تغير ونطور كل يوم في صيغ العمل.

ولا ننسى كبار موظفينا نمنحهم رواتب مرتفعة ونسبا في رؤوس الأموال ليقودوا معنا دولتنا الصغيرة المرنة.

تستطيعون أن تعملوا معنا، إن كنتم مهندسين أو اقتصاديين فلكم الأولوية.

هل ترغبون في الانضمام إلينا؟",A+
"قال الطبيب النفسي بمؤسسة حمد الطبية في قطر يحيى البوبلي إن توهم المرض حالة تسيطر فيها على الشخص فكرة أنه مصاب أو أنه سيصاب بمرض خطير، وهذه الفكرة تبقى عالقة في ذهن الشخص بالرغم من نتائج الفحوص الطبيعية وبالرغم من طمأنة الطبيب المختص.

وهذه الحالة تؤدي إلى قلق وتوتر مستمر وتؤثر على حياة الشخص وعلى علاقاته بالآخرين.

وهناك بعض النظريات لتفسير هذه الحالة، منها: أن يكون الشخص يريد الحصول على الانتباه من الآخرين؛ أو نتيجة موت شخص عزيز أو مقرب.",A+
"الشيخوخة الرقمية مصطلح يشير إلى الإصابة بشيخوخة البشرة المبكرة نتيجة التعرض المستمر للضوء ‫الأزرق المنبعث من شاشات الهواتف الذكية والحواسيب اللوحية.
‫ويعتقد أن الضوء الأزرق ‫يتوغل إلى أعماق طبقات البشرة مسببا ‫تلفا لا يمكن إصلاحه؛ وهو ما يمهد الطريق للشيخوخة المبكرة.

‫وبعبارة أوضح، يتسبب الضوء الأزرق العالي الطاقة في نشوء ما يعرف بالجذور ‫الحرة في الخلايا، التي تدمر الحمض النووي مما يؤدي ‫إلى ظهور تجاعيد وبقع صبغية بالبشرة، فضلا عن شحوبها.

‫ولمواجهة ذلك ينصح بتناول تغذية صحية غنية بمضادات الأكسدة التي تحارب أضرار الجذور الحرة، مثل الخضار والفواكه.

كما يجب إراحة البشرة قدر المستطاع خاصّة في الليل، وعدم استعمال الهواتف الذكية أو ‫الحواسيب اللوحية في الفراش.

",A+
"طَافَتْ سَيِّدَةٌ مَالِيزِيَّةٌ تُدْعَى أَنِيتَا يُوسُف أَرْبَعِينَ دَوْلَةً فِي أُورُوبَّا وَآسْيَا وَالْأَمِيرِكَتَيْنِ، فِي رِحْلَةٍ اسْتَغْرَقَتْ 370 يَوْمًا، عَلَى دَرَّاجَةٍ بُخَارِيَّةٍ، لِتَكُونَ بِذَلِكَ أَوَّلَ امْرَأَةٍ مُسْلِمَةٍ تَقُومُ بِمِثْلِ هَذِهِ التَّجْرِبَةِ.
وَقَالَتْ أَنِيتَا إِنَّ هَدَفَهَا مِنَ الرِّحْلَةِ هُوَ إِثْبَاتُ أَنَّ النِّسَاءَ الْمُسْلِمَاتِ لَسْنَ عُرْضَةً لِلْقَمْعِ وَلَا لِلتَّمْيِيزِ، وَذَكَرَتْ أَنَّ قِيَادَتَهَا لِلدَّرَّاجَةِ تَجْعَلُهَا تَشْعُرُ بِالْقُرْبِ مِنَ الْخَالِقِ.

 وَتَبْلُغُ أَنِيتَا مِنَ الْعُمْرِ 49 سَنَةً، وَتَعْمَلُ مُحَاضَرَةً جَامِعِيَّةً، وَتَقُولُ إِنَّهَا تُخَطِّطُ حَالِيًّا لِإِعْدَادِ كِتَابٍ عَنْ تَجْرِبَتِهَا وَأَسْفَارِهَا.",A+
"أعلن عوض البرعصي نائب رئيس الوزراء الليبي السابق أمس الثلاثاء مبادرة أطلق عليها ""مبادرة لإرساء السلام في ليبيا"".

وقال إن هذه المبادرة تهدف إلى إنهاء الحرب والصراع في البلاد من خلال دفع الأطراف المتنازعة للجلوس معا لمناقشة قضايا الاختلاف التاريخية والحديثة وصولا إلى اتفاقية سلام ترسي الاستقرار وتؤسس للتعايش بين الجميع دون إقصاء.

ودعا البرعصي كل الليبيين إلى دعم هذه المبادرة والضغط على أطراف الحرب والصراع للقبول بمبدأ التفاوض والحوار.",A+
" يسعى المجلس التمثيلي لطلاب جامعة قطر للحفاظ على جودة التعليم والتميز الأكاديمي، وحل المشاكل التي تعترض الطلبة بالتنسيق مع إدارة الجامعة.

ويتكون المجلس من 16 طالبا وطالبة، ولا يحق لأعضائه الترشح لأكثر من دورتين.

ويسعى المرشحون للمشاركة في صنع القرار وتحقيق المصلحة العامة.

ويتكون المجلس من أربع لجان هي: لجنة القضايا والمشكلات، ولجنة التواصل، ولجنة الشؤون الداخلية، ولجنة الفعاليات.",A+
"أعلنت الأكاديمية الملكية السويدية للعلوم اليوم الأربعاء فوز العلماء السويسري جاك دوبوشيه، والأميركي يواكيم فرانك، والبريطاني ريتشارد هندرسون بجائزة نوبل في الكيمياء لعام 2017 تقديرا لجهودهم في تطوير مجهر إلكتروني يساعد على تبسيط وتحسين تصوير الجزيئات الحيوية، وهو ما مهد لآفاق جديدة في الكيمياء الحيوية.
 
وأضافت في بيان إعلان الجائزة البالغة قيمتها تسعة ملايين كرونة سويدية (1.1 مليون دولار) أن هذه الوسيلة نقلت الكيمياء الحيوية إلى عصر جديد.
 
ويعمل المجهر الإلكتروني بتقنية التجميد العميق الذي يحقق تحديدا عالي الدقة لبنية الجزيئات الحيوية في حالة سائلة. 
 
وذكرت لجنة نوبل أنه ""يمكن للباحثين الآن تجميد الجزيئات الحيوية أثناء الحركة وتصوير العمليات التي لم يروها من قبل، وهو أمر مهم للغاية لفهم كيمياء الحياة وتطوير الأدوية"".",A+
"لِنَقْصِ الْحَدِيدِ فِي الْجِسْمِ تَأْثِيرٌ سَلْبِيٌّ عَلَى جِهَازِ الْمَنَاعَةِ وَبِنَاءِ الْعَضَلَاتِ وَتَكَوُّنِ الْهُرْمُونَاتِ وَأَيْضِ الطَّاقَةِ؛ نَظَرًا لِأَنَّهُ يَلْعَبُ دَوْرًا مُهِمًّا فِي بِنَاءِ الْهِيمُوغْلُوبِين الْمَسْؤُولِ عَن نَقْلِ الْأُكْسِجِين فِي الْخَلَايَا.

وَيُهَاجِمُ نَقْصُ الْحَدِيدِ الْمَرْأَةَ بِصِفَةٍ خَاصَّةٍ، بِسَبَبِ الْحَيْضِ وَالْحَمْلِ، وَتَتَمَثَّلُ أَعْرَاضُهُ فِي الْإِرْهَاقِ الْمُسْتَمِرِّ وَالْخُمُولِ وَصُعُوبَاتِ النَّوْمِ وَضَعْفِ التَّرْكِيزِ وَاعْتِلَالِ الْمِزَاجِ وَتَسَاقُطِ الشَّعَرِ وَتَقَصُّفِ الْأَظَافِرِ وَتَشَقُّقِ زَوَايَا الْفَمِ.

وَتَتَمَثَّلُ الْمَصَادِرُ الْغَنِيَّةُ بِالْحَدِيدِ فِي اللُّحُومِ الْحَمْرَاءِ وَالْخَضْرَاوَاتِ الْخَضْرَاءِ وَمُنْتَجَاتِ الْحُبُوبِ الْكَامِلَةِ وَالْبُقُولِيَّاتِ.

وَيُفَضَّلُ تَنَاوُلُ هَذِهِ الْمَصَادِرِ مَعَ الْأَطْعِمَةِ الْغَنِيَّةِ بِفِيتَامِين ""سي"" مِثْلَ الْفَوَاكِهِ الْحِمْضِيَّةِ، لِأَنَّ ذَلِكَ يُحَسِّنُ امْتِصَاصَ الْجِسْمِ لِلْحَدِيدِ.",A+
"مساء كل سبت، يذهب صاحب الرقم القياسي لأطول ضحكة في العالم بيلاشوا غيرما إلى مدرسته في العاصمة الإثيوبية أديس أبابا لتدريب تلاميذه على الضحك والتخلص من الهموم.
يقول غيرما إن ""الضحك وسيلة تواصل بين الجميع.. الأغنياء والفقراء، الكبار والصغار، القادة والشحاذين""..",A+
"تحتفل مدينة الطائف بموسم قطف الورود في هذا الوقت من كل عام، حيث ينبت في حقولها ما يزيد على خمسمئة مليون وردة.
وتغذي أكثر من ألفي مزرعة في الطائف إنتاج المصانع داخل السعودية وخارجها من عطر الورد الخالص والمخلوط الذي يباع بأثمان باهظة.
ويستخدم عطر الورد الطائفي في الأفراح والأعياد والمناسبات السارة.",A+
"بعد حصولها على المرتبة الثامنة في مسابقة ""تحدي القراءة"" في ماليزيا، تتحدث إسراء راتب عن التغيير الذي أحدثته القراءة في حياتها.
فقد تعلمت كيف تدرب نفسها على القراءة، ثم كيف تختار الكتاب الذي تقرؤه.

وقالت إنها كانت تواجه صعوبة كبيرة في التخلي عن الهاتف الجوال والحاسوب لتمسك الكتاب وتبدأ تصفحه، وأصبحت مغرمة بالقراءة والفهم واستخلاص الفائدة.",A+
"يقدر عدد المسلمين اليابانيين ببضعة آلاف فقط، وهم يحتفلون بقدوم شهر رمضان المبارك بإقامة الشعائر الدينية بالإضافة إلى تحضير الموائد الرمضانية التي لا تغيب عنها أكلاتهم التقليدية، ويتزامن الشهر الفضيل لهذا العام مع افتتاح أول مسجد خاص بهم في طوكيو.
ولم يكن أمام المسلمين في اليابان في السابق سوى أن يقصدوا المساجد التي أقامتها الجاليتان العربية والتركية، لكن اختلاف اللغة كان يعوق رغبة الكثير منهم في تعميق معرفتهم بالإسلام.
ويقول أحمد مائنو إن لدينا الآن في مسجد غوتاندا أربعة أئمة يابانيين يتناوبون يوميا على إمامة الصلاة وإلقاء المحاضرات باللغة اليابانية، وهذه سابقة تتم لأول مرة في تاريخ الإسلام في اليابان.",A+
"عقدت اليوم بمقرالأمم المتحدة في جنيف جلسة مشاورات لتقييم خطة العمل المتعلقة بسلامة الصحفيين وظاهرة الإفلات من العقاب.
وتجري المشاورات تحت إشراف منظمة الأمم المتحدة للتربية والعلوم والثقافة ومفوضية الأمم المتحدة السامية لحقوق الإنسان بحضور عدد من الأطراف المعنية.

وتحضر هذا الاجتماع بقوة المنظمات الدولية غير الحكومية العاملة في مجال الدفاع عن حرية الإعلام وتعزيز مجالات القانون الدولي لحماية  الصحافة والصحفيين وجعلها جزءا أساسيا من حقوق الإنسان والسلم العالمي.

وقال مراسل الجزيرة في جنيف إن الجديد في الأمر هو السعي لحماية الصحفيين في مناطق السلم وفي المجال الرقمي.",A+
"وافق البرلمان المصري على اتفاقية ترسيم الحدود البحرية التي أبرمتها مصر والسعودية العام الماضي، وتضمنت نقل تبعية جزيرتي تيران وصنافير بالبحر الأحمر إلى المملكة.
وأعلن رئيس مجلس النواب موافقة البرلمان على الاتفاقية بعد تصويت أجري على عجل.

واعترض بعض النواب على الاتفاقية ورددوا هتاف ""مصرية.. مصرية"". وذلك في إشارة إلى الجزيرتين الإستراتيجيتين الواقعتين عند مدخل خليج العقبة.

واعتقلت قوات الأمن في وقت سابق عشرات الصحفيين المعتصمين أمام نقابة الصحفيين احتجاجا على الاتفاقية.",A+
"تجذب مطاعم الحشرات في العاصمة الصينية بكين، من خلال ما تعرضه من أنواع الحشرات على واجهاتها، أنظار السياح والباحثين عن ""نكهات ولذات مختلفة"".

وتقدم المطاعم المنتشرة بشارع ""فانكفوجينغ"" في بكين لزبائنها أنواعا عديدة من الحشرات التي تطهى بأساليب مختلفة، بينها عقارب وعناكب وأم أربع وأربعين وصراصير وحلزونات وثعابين.
 وتقدم هذه المطاعم لزبائنها الحشرات إما ميتة وإما حية، لتثبت لزبائنها أنها حشرات طازجة فعلا.

وتختلف أسعار وجبات الحشرات حسب أنواعها، إذ يبدأ سعر السيخ الواحد منها الذي يحتوي على بضع صراصير أو عقارب أو عناكب، ستة دولارات.

وتحتل العقارب غير السامة صدارة قائمة الحشرات التي يفضلها السياح الذين يتناولونها إما للتجربة وإما للتلذذ بطعمها.",A+
"نظمت اللجنة الوطنية لحقوق الإنسان في قطر معرضا فنيا في العاصمة الألمانية برلين، تحت عنوان ""معرض الخط العربي حول حقوق الإنسان"" بهدف إبراز مساهمة الثقافة الإسلامية في تعزيز وتأصيل حقوق الإنسان.
يتضمن المعرض أكثر من عشرين لوحة فنية رسمت بخط عربي جميل لآيات من القرآن الكريم وأحاديث نبوية شريفة أو مستوحاة من مضمونها وبشكل يعكس ما تنطوي عليه من رسائل تتعلق بحقوق الإنسان من قبيل الحق في التعليم والمساواة.
ويقول الأمين العام للجنة الوطنية لحقوق الإنسان في قطر إن الهدف من تنظيم هذا المعرض في دورته الرابعة بإحدى كبرى الحواضر الأوروبية هو إيصال رسالة واضحة وعلى أبعد مستوى ممكن مضمونها أن للثقافة الإسلامية إسهاما كبيرا في بلورة وحماية حقوق الإنسان.",A+
"من أصيلة على المحيط الأطلسي التي امتهن كثير من أهلها صيد السمك، نتعرف على مقهى ""زريريق"" وقد تأسس لخدمة الصيادين، قبل أن يصبح قبلة للرسامين والأدباء والموسيقيين وعابري السبيل.
ومن أراد أن يشرب كأسا من الشاي بالنعناع أو فنجان قهوة بين يدي المرابطين والموحدين والموريسكيين معا، فمقهى ""الأوداية"" بعاصمة المغرب الرباط سيكون المكان المقصود، والتقرير يروي لنا حكاية هذا المقهى.
أما من مدينة طنجة فقد وثق الرسام الفرنسي هنري ماتيس مقهى ""دالية"" في لوحة شهيرة رسمها مطلع القرن العشرين، بعد أن أقام في مبنى المقهى وارتبط به وبالمدينة الساحلية.",A+
"أزاحت مكتبة الإسكندرية الستار يوم الخميس عن مجموعة قيمة من الأعمال الفنية التي تلقتها على مدى 15 عاما منذ افتتاحها ضمت لوحات زيتية ومنحوتات وقطعا خزفية لفنانين عرب وأجانب.

وضم معرض ""مختارات من المقتنيات الفنية لمكتبة الإسكندرية"" نحو مئتي قطعة فنية من أصل أربعة آلاف قطعة فنية متنوعة تملكها المكتبة.



ومن أبرز القطع المعروضة مجموعة خزفية من خمس قطع للفنان نبيل درويش، وتمثال ""هي من تراقب أحوال الليل"" البرونزي للفنان آدم حنين، وتمثال للمهاتما غاندي أهدته الهند لمكتبة الإسكندرية، ومجموعة اللوحات الزيتية ""علماء المسلمين"" للفنان ياسين حراز.",A+
"توصلت دراسة حديثة أجراها أطباء متخصصون في الطب الرياضي، إلى أن المشي بأقدام حافية يعزز النمو الجسمي للأطفال، ويزيد قوتهم البدنية.

وأظهرت الفحوص والاختبارات التي أجريت خلال الدراسة، وشملت ألفا وخمسة عشر طفلا ومراهقا في ألمانيا وجنوب إفريقيا، أن الأطفال في إقليم كيب بجنوب إفريقيا، الذين يسيرون عادة حفاة القدمين، تقل لديهم حالات القدم المسطحة مقارنة بمعظم الأطفال الذين يلبسون الأحذية بانتظام في مدينة هامبورغ بألمانيا.

وذهبت الدراسة إلى أن بإمكان الحفاة الوثب والهبوط بتوازن أفضل من أقرانهم المتعودين على لبس الأحذية.

واستخلصت الدراسة أن نشأة الإنسان بالمشي بقدمين حافيتين لها تأثير كبير على نمو القدمين وطريقة المشي وقوة البدن.",A+
"جذب ""منتدى الأعمال العربي"" اهتمام رجال الأعمال والمستثمرين العرب والأتراك إلى إمكانية تحوله إلى منصة لبناء تكتل اقتصادي إقليمي قادر على التعامل مع التحديات في الأسواق العالمية.
 
